player,season,team,league,pos_,age_,Playing Time_Min,primary_role,secondary_role,primary_role_similarity,secondary_role_similarity,role_confidence,role_ambiguity,primary_role_cluster,secondary_role_cluster,role_similar_player_1,role_similar_player_2,role_similar_player_3,role_similar_player_4,role_similar_player_5
Andreas Pereira,2324,Fulham,ENG-Premier League,MF,27.0,2613,Creative Playmaker,Ball Progressor,31.6,28.3,3.3,96.7,2,1,Piotr Zieliński | Napoli | 2223 | 89.0,Julian Brandt | Dortmund | 2324 | 85.9,Xherdan Shaqiri | Stoke City | 1718 | 85.4,Gaëtan Perrin | Auxerre | 2425 | 85.4,Simone Verdi | Torino | 2021 | 84.7
Harrison Reed,2324,Fulham,ENG-Premier League,MF,28.0,1325,Defensive Anchor,Ball Progressor,31.2,28.8,2.4,97.6,0,1,Tom Cleverley | Watford | 2122 | 78.1,Álex Fernández | Cádiz | 2324 | 77.9,Pelly Ruddock Mpanzu | Luton Town | 2324 | 74.6,Luca Mora | SPAL | 1718 | 72.3,Anthony Losilla | Bochum | 2425 | 71.7
João Palhinha,2324,Fulham,ENG-Premier League,MF,28.0,2699,Defensive Anchor,Box-to-Box Engine,37.9,23.9,14.0,86.0,0,3,Guido Rodríguez | Betis | 2223 | 94.4,Óscar Valentín | Rayo Vallecano | 2324 | 90.4,Vinicius Souza | Sheffield Utd | 2324 | 89.1,Mohamed Diamé | Newcastle Utd | 1718 | 87.8,Manu García | Alavés | 1718 | 86.7
Saša Lukić,2324,Fulham,ENG-Premier League,MF,26.0,1122,Defensive Anchor,Ball Progressor,41.2,23.6,17.6,82.4,0,1,Scott McTominay | Manchester Utd | 2223 | 88.0,Isaac Hayden | Newcastle Utd | 2122 | 87.3,Jean-Daniel Akpa-Akpro | Lazio | 2021 | 85.8,Philipp Sander | Gladbach | 2425 | 85.7,Alberto Grassi | Parma | 2021 | 85.1
Tom Cairney,2324,Fulham,ENG-Premier League,MF,32.0,1488,Box-to-Box Engine,Creative Playmaker,31.5,25.8,5.7,94.3,3,2,Paul Pogba | Manchester Utd | 2122 | 89.9,Toni Kroos | Real Madrid | 2021 | 82.0,Rodri | Manchester City | 2324 | 81.8,Luka Modrić | Real Madrid | 1920 | 81.1,Pasquale Schiattarella | SPAL | 1819 | 79.0
Alexis Mac Allister,2324,Liverpool,ENG-Premier League,MF,24.0,2599,Box-to-Box Engine,Defensive Anchor,33.5,23.3,10.2,89.8,3,0,Youri Tielemans | Leicester City | 2122 | 81.4,Bruno Guimarães | Newcastle Utd | 2324 | 79.7,Maxence Caqueret | Lyon | 2223 | 78.9,Lucas Paquetá | West Ham | 2223 | 77.9,Marcelo Brozović | Inter | 1819 | 77.8
Curtis Jones,2324,Liverpool,ENG-Premier League,MF,22.0,1167,Ball Progressor,Box-to-Box Engine,30.6,25.8,4.8,95.2,1,3,Elliot Anderson | Newcastle Utd | 2324 | 78.1,Kamory Doumbia | Reims | 2223 | 76.6,Steven Alzate | Brighton | 1920 | 76.3,Jakub Jankto | Sampdoria | 1819 | 75.8,Brais Méndez | Celta Vigo | 1718 | 75.4
Dominik Szoboszlai,2324,Liverpool,ENG-Premier League,MF,22.0,2104,Creative Playmaker,Box-to-Box Engine,33.3,25.1,8.2,91.8,2,3,Florian Wirtz | Leverkusen | 2324 | 85.0,Josip Brekalo | Wolfsburg | 1920 | 84.8,Matìas Soulé | Roma | 2425 | 84.0,Mason Mount | Chelsea | 2021 | 82.8,Harvey Elliott | Liverpool | 2324 | 82.7
Harvey Elliott,2324,Liverpool,ENG-Premier League,"MF,FW",20.0,1352,Creative Playmaker,Box-to-Box Engine,36.6,23.2,13.4,86.6,2,3,Arda Güler | Real Madrid | 2425 | 93.8,Pedri | Barcelona | 2324 | 92.0,Dominik Szoboszlai | RB Leipzig | 2122 | 90.2,Florian Wirtz | Leverkusen | 2324 | 89.2,Désiré Doué | Rennes | 2324 | 88.1
Ryan Gravenberch,2324,Liverpool,ENG-Premier League,MF,21.0,1121,Ball Progressor,Box-to-Box Engine,28.1,26.3,1.8,98.2,1,3,Joe Willock | Arsenal | 2021 | 77.3,Alex Iwobi | Everton | 1920 | 74.8,Charles De Ketelaere | Milan | 2223 | 73.2,Angelo Fulgini | Angers | 1819 | 72.1,Elliot Anderson | Newcastle Utd | 2324 | 72.0
Wataru Endo,2324,Liverpool,ENG-Premier League,MF,30.0,1722,Defensive Anchor,Box-to-Box Engine,32.7,31.8,0.9,99.1,0,3,Étienne Didot | Guingamp | 1718 | 84.2,Alberto Aquilani | Las Palmas | 1718 | 83.8,Lucas Leiva | Lazio | 2122 | 82.7,Francesco Magnanelli | Sassuolo | 1819 | 80.5,Fabien Lemoine | Lorient | 2122 | 79.6
Albert Sambi Lokonga,2324,Luton Town,ENG-Premier League,MF,23.0,1303,Defensive Anchor,Box-to-Box Engine,32.6,27.0,5.6,94.4,0,3,Tyler Adams | RB Leipzig | 2122 | 81.6,Oliver Skipp | Tottenham | 2122 | 81.3,Carlos Baleba | Brighton | 2324 | 80.0,Lesley Ugochukwu | Rennes | 2223 | 79.4,Yannik Engelhardt | Como | 2425 | 79.1
Andros Townsend,2324,Luton Town,ENG-Premier League,"MF,FW",32.0,1210,Ball Progressor,Creative Playmaker,34.4,24.8,9.6,90.4,1,2,Junior Messias | Genoa | 2324 | 83.2,Christian Atsu | Newcastle Utd | 1819 | 80.1,Marco Stiepermann | Norwich City | 1920 | 78.9,Nathan Dyer | Swansea City | 1718 | 75.7,Stuart Armstrong | Southampton | 2122 | 75.4
Chiedozie Ogbene,2324,Luton Town,ENG-Premier League,"MF,DF",26.0,1995,Creative Playmaker,Ball Progressor,29.9,28.2,1.7,98.3,2,1,Rodrigo Riquelme | Girona | 2223 | 88.0,Sofiane Boufal | Celta Vigo | 1819 | 84.8,Nemanja Radonjić | Torino | 2223 | 84.5,Allan Saint-Maximin | Newcastle Utd | 1920 | 84.3,Sada Thioub | Nîmes | 1819 | 84.1
Jacob Brown,2324,Luton Town,ENG-Premier League,"MF,FW",25.0,1019,Ball Progressor,Defensive Anchor,32.5,27.3,5.2,94.8,1,0,Marvin Pieringer | Heidenheim | 2324 | 85.4,Marshall Munetsi | Wolves | 2425 | 82.0,Morten Thorsby | Genoa | 2324 | 79.9,Dani de Wit | Bochum | 2425 | 79.6,Joe Aribo | Southampton | 2223 | 79.5
Jordan Clark,2324,Luton Town,ENG-Premier League,MF,29.0,1304,Ball Progressor,Defensive Anchor,30.4,29.4,1.0,99.0,1,0,Yannick Gerhardt | Wolfsburg | 2425 | 86.8,Morten Thorsby | Genoa | 2324 | 75.4,Dani de Wit | Bochum | 2425 | 74.7,Pere Pons | Alavés | 2021 | 71.1,Marshall Munetsi | Wolves | 2425 | 69.1
Marvelous Nakamba,2324,Luton Town,ENG-Premier League,MF,29.0,1130,Defensive Anchor,Ball Progressor,35.9,24.7,11.2,88.8,0,1,Sebastian Rudy | Schalke 04 | 1819 | 92.9,Jake Livermore | West Brom | 2021 | 91.8,Janik Haberer | Union Berlin | 2324 | 91.7,Youssef Maleh | Empoli | 2425 | 88.5,Ivan Šunjić | Hertha BSC | 2223 | 87.3
Pelly Ruddock Mpanzu,2324,Luton Town,ENG-Premier League,MF,30.0,1101,Defensive Anchor,Ball Progressor,32.4,28.7,3.7,96.3,0,1,Álex Fernández | Cádiz | 2324 | 88.2,Christian Gentner | Union Berlin | 2021 | 82.8,Joe Rothwell | Bournemouth | 2223 | 82.2,Jack Cork | Burnley | 2122 | 81.8,César de la Hoz | Almería | 2223 | 81.8
Ross Barkley,2324,Luton Town,ENG-Premier League,MF,29.0,2618,Box-to-Box Engine,Ball Progressor,33.5,24.6,8.9,91.1,3,1,Mark Noble | West Ham | 1920 | 84.8,Fayçal Fajr | Caen | 1819 | 82.5,Daniel Parejo | Valencia | 1920 | 81.4,Miguel Veloso | Hellas Verona | 1920 | 81.0,Clément Grenier | Rennes | 1819 | 79.9
Tahith Chong,2324,Luton Town,ENG-Premier League,"MF,FW",23.0,1982,Ball Progressor,Defensive Anchor,37.7,23.1,14.6,85.4,1,0,Josh Murphy | Cardiff City | 1819 | 83.0,Tommaso Baldanzi | Empoli | 2223 | 82.6,Nikolas Špalek | Brescia | 1920 | 81.6,Luca de la Torre | Celta Vigo | 2324 | 80.3,James Mcatee | Sheffield Utd | 2324 | 79.9
Bernardo Silva,2324,Manchester City,ENG-Premier League,"MF,FW",28.0,2578,Creative Playmaker,Ball Progressor,38.6,23.2,15.4,84.6,2,1,Mesut Özil | Arsenal | 1718 | 93.2,Papu Gómez | Atalanta | 1718 | 89.9,Isco | Real Madrid | 1718 | 89.8,Sergio Canales | Real Sociedad | 1718 | 88.5,Ousmane Dembélé | Paris S-G | 2324 | 88.1
Cole Palmer,2324,Manchester City,ENG-Premier League,MF,21.0,2607,Defensive Anchor,Ball Progressor,29.0,27.3,1.7,98.3,0,1,Patrick Osterhage | Freiburg | 2425 | 83.6,Hugo Magnetti | Brest | 2425 | 79.9,Samuele Ricci | Torino | 2425 | 79.8,Alessandro Murgia | Lazio | 1819 | 79.2,Beñat Turrientes | Real Sociedad | 2324 | 78.1
James Mcatee,2324,Manchester City,ENG-Premier League,MF,20.0,1822,Defensive Anchor,Ball Progressor,35.2,25.2,10.0,90.0,0,1,Jonas Hofmann | Schalke 04 | 1920 | 97.6,,Christopher Wooh | Lens | 2223 | 90.4,,
Julián Álvarez,2324,Manchester City,ENG-Premier League,"MF,FW",23.0,2647,Creative Playmaker,Ball Progressor,34.5,27.5,7.0,93.0,2,1,Eberechi Eze | Crystal Palace | 2425 | 93.5,Justin Kluivert | Bournemouth | 2425 | 92.4,Cole Palmer | Chelsea | 2425 | 91.1,Muhammed Cham | Clermont Foot | 2324 | 88.6,James Maddison | Leicester City | 2223 | 88.2
Kevin De Bruyne,2324,Manchester City,ENG-Premier League,MF,32.0,1221,Creative Playmaker,Ball Progressor,36.4,23.2,13.2,86.8,2,1,Suso | Sevilla | 2324 | 92.0,Ruslan Malinovskyi | Atalanta | 2021 | 91.2,Josip Iličić | Atalanta | 2021 | 90.4,Aleksei Miranchuk | Atalanta | 2324 | 90.3,Hakim Ziyech | Chelsea | 2122 | 90.2
Mateo Kovačić,2324,Manchester City,ENG-Premier League,MF,29.0,1551,Box-to-Box Engine,Ball Progressor,33.6,23.2,10.4,89.6,3,1,Dani Ceballos | Real Madrid | 2425 | 76.8,Ivan Rakitić | Barcelona | 1920 | 76.8,Frenkie de Jong | Barcelona | 2425 | 75.0,Thiago Motta | Paris S-G | 1718 | 72.9,Marco Verratti | Paris S-G | 2122 | 72.8
Rodri,2324,Manchester City,ENG-Premier League,MF,27.0,2931,Box-to-Box Engine,Creative Playmaker,31.5,26.0,5.5,94.5,3,2,Frenkie de Jong | Barcelona | 2324 | 87.1,Toni Kroos | Real Madrid | 1718 | 90.0,Mateo Kovačić | Chelsea | 2122 | 87.0,Fabián Ruiz Peña | Napoli | 2021 | 86.6,Paul Pogba | Manchester Utd | 1920 | 85.7
Rodri,2324,Manchester City,ENG-Premier League,MF,27.0,1051,Box-to-Box Engine,Creative Playmaker,31.5,26.0,5.5,94.5,3,2,Frenkie de Jong | Barcelona | 2324 | 87.1,Toni Kroos | Real Madrid | 1718 | 90.0,Mateo Kovačić | Chelsea | 2122 | 87.0,Fabián Ruiz Peña | Napoli | 2021 | 86.6,Paul Pogba | Manchester Utd | 1920 | 85.7
Bruno Fernandes,2324,Manchester Utd,ENG-Premier League,"MF,FW",28.0,3118,Creative Playmaker,Box-to-Box Engine,35.8,23.9,11.9,88.1,2,3,Kevin Stöger | Bochum | 2324 | 93.6,Christian Eriksen | Tottenham | 1718 | 92.3,Benjamin Bourigeaud | Rennes | 2223 | 92.2,Hakan Çalhanoğlu | Inter | 2122 | 91.4,Martin Ødegaard | Arsenal | 2324 | 91.1
Casemiro,2324,Manchester Utd,ENG-Premier League,"MF,DF",31.0,1982,Defensive Anchor,Box-to-Box Engine,31.1,28.4,2.7,97.3,0,3,Matías Vecino | Lazio | 2223 | 81.4,Emre Can | Dortmund | 2324 | 79.1,Dan Gosling | Bournemouth | 1819 | 78.9,Marco Höger | Köln | 1718 | 78.0,Édgar Barreto | Sampdoria | 1718 | 76.9
Christian Eriksen,2324,Manchester Utd,ENG-Premier League,MF,31.0,1141,Box-to-Box Engine,Ball Progressor,28.5,26.7,1.8,98.2,3,1,Adam Lallana | Brighton | 2021 | 74.8,Gonzalo Castro | Dortmund | 1718 | 70.7,Ivan Rakitić | Sevilla | 2324 | 70.5,Kevin Kampl | RB Leipzig | 2324 | 70.3,Cesc Fàbregas | Monaco | 1819 | 69.1
Kobbie Mainoo,2324,Manchester Utd,ENG-Premier League,MF,18.0,1924,Defensive Anchor,Ball Progressor,33.9,28.4,5.5,94.5,0,1,Tom Davies | Everton | 1718 | 81.6,Matteo Prati | Cagliari | 2324 | 80.9,Ayyoub Bouaddi | Lille | 2425 | 79.8,Mandela Keita | Parma | 2425 | 79.6,Hicham Boudaoui | Nice | 2021 | 79.5
Scott McTominay,2324,Manchester Utd,ENG-Premier League,"MF,FW",26.0,1901,Ball Progressor,Defensive Anchor,30.3,29.2,1.1,98.9,1,0,Mauro Arambarri | Getafe | 2425 | 82.6,Tomáš Souček | West Ham | 2425 | 81.4,Gonzalo Melero | Levante | 2122 | 81.0,Marshall Munetsi | Wolves | 2425 | 80.3,Davide Frattesi | Inter | 2425 | 77.7
Sofyan Amrabat,2324,Manchester Utd,ENG-Premier League,"MF,DF",26.0,938,Defensive Anchor,Box-to-Box Engine,34.6,28.7,5.9,94.1,0,3,Eddy Gnahoré | Amiens | 1920 | 84.3,Renato Tapia | Celta Vigo | 2223 | 81.8,Amadou Haidara | RB Leipzig | 2425 | 80.5,Pedro Obiang | West Ham | 1819 | 80.1,Salih Özcan | Dortmund | 2324 | 78.5
Bruno Guimarães,2324,Newcastle Utd,ENG-Premier League,MF,25.0,3263,Box-to-Box Engine,Creative Playmaker,34.5,23.8,10.7,89.3,3,2,Joshua Kimmich | Bayern Munich | 2223 | 84.1,Youssouf Fofana | Monaco | 2324 | 83.6,Pedri | Barcelona | 2425 | 82.8,Maxence Caqueret | Lyon | 2324 | 82.1,Rodri | Manchester City | 2324 | 81.7
Elliot Anderson,2324,Newcastle Utd,ENG-Premier League,"MF,FW",20.0,1027,Ball Progressor,Box-to-Box Engine,29.6,25.7,3.9,96.1,1,3,Joe Willock | Arsenal | 2021 | 86.8,Kacper Urbanski | Bologna | 2324 | 79.9,Coba da Costa | Getafe | 2425 | 79.4,András Schäfer | Union Berlin | 2324 | 78.2,Curtis Jones | Liverpool | 2324 | 78.1
Joelinton,2324,Newcastle Utd,ENG-Premier League,"MF,FW",26.0,1279,Ball Progressor,Box-to-Box Engine,31.2,24.9,6.3,93.7,1,3,Leonardo Bittencourt | Werder Bremen | 2021 | 76.2,Lukas Rupp | Hoffenheim | 1718 | 72.4,András Schäfer | Union Berlin | 2324 | 71.5,Lewis Holtby | Hamburger SV | 1718 | 70.5,Mijat Gaćinović | Eint Frankfurt | 1920 | 70.3
Lewis Miley,2324,Newcastle Utd,ENG-Premier League,MF,17.0,1202,Ball Progressor,Defensive Anchor,32.0,28.2,3.8,96.2,1,0,Arne Engels | Augsburg | 2324 | 80.9,Mickaël Cuisance | Marseille | 2021 | 79.3,Mattias Svanberg | Bologna | 1819 | 76.1,Fabio Miretti | Juventus | 2223 | 75.6,Yasin Ayari | Brighton | 2425 | 74.3
Sean Longstaff,2324,Newcastle Utd,ENG-Premier League,MF,25.0,2747,Ball Progressor,Defensive Anchor,34.3,26.1,8.2,91.8,1,0,Renaud Ripart | Nîmes | 2021 | 85.1,Tomáš Souček | West Ham | 2425 | 81.6,Janik Haberer | Freiburg | 1718 | 77.8,Michael Gregoritsch | Augsburg | 1819 | 76.9,Marshall Munetsi | Reims | 2223 | 76.4
Danilo,2324,Nott'ham Forest,ENG-Premier League,MF,22.0,1792,Defensive Anchor,Box-to-Box Engine,38.9,23.8,15.1,84.9,0,3,Kaishu Sano | Mainz 05 | 2425 | 87.6,Cheick Doucouré | Crystal Palace | 2223 | 87.5,Jaïro Riedewald | Crystal Palace | 2021 | 84.4,Ethan Ampadu | Venezia | 2122 | 87.0,Lucas Tousart | Hertha BSC | 2021 | 83.6
Danilo,2324,Nott'ham Forest,ENG-Premier League,MF,22.0,2452,Defensive Anchor,Box-to-Box Engine,38.9,23.8,15.1,84.9,0,3,Kaishu Sano | Mainz 05 | 2425 | 87.6,Cheick Doucouré | Crystal Palace | 2223 | 87.5,Jaïro Riedewald | Crystal Palace | 2021 | 84.4,Ethan Ampadu | Venezia | 2122 | 87.0,Lucas Tousart | Hertha BSC | 2021 | 83.6
Ibrahim Sangaré,2324,Nott'ham Forest,ENG-Premier League,MF,25.0,1035,Defensive Anchor,Box-to-Box Engine,36.6,24.0,12.6,87.4,0,3,Florentino Luís | Getafe | 2122 | 90.7,Esteban Rolón | Genoa | 1819 | 90.5,Kalvin Phillips | Ipswich Town | 2425 | 89.2,Dominik Kohr | Leverkusen | 1819 | 88.4,Jean-Daniel Akpa-Akpro | Lazio | 2021 | 88.3
Morgan Gibbs-White,2324,Nott'ham Forest,ENG-Premier League,"MF,FW",23.0,3156,Creative Playmaker,Ball Progressor,31.9,29.9,2.0,98.0,2,1,Ryan Fraser | Bournemouth | 1819 | 86.2,Romano Schmid | Werder Bremen | 2324 | 85.6,Dominik Szoboszlai | Liverpool | 2425 | 85.4,Enzo Fernández | Chelsea | 2425 | 83.7,Alex Baena | Villarreal | 2324 | 83.6
Nicolás Domínguez,2324,Nott'ham Forest,ENG-Premier League,"MF,FW",25.0,1495,Defensive Anchor,Box-to-Box Engine,32.3,27.3,5.0,95.0,0,3,,Tom Krauß | Mainz 05 | 2324 | 88.6,,Dominik Kohr | Leverkusen | 1819 | 84.0,
Orel Mangala,2324,Nott'ham Forest,ENG-Premier League,MF,25.0,1563,Defensive Anchor,Ball Progressor,36.1,25.1,11.0,89.0,0,1,Kévin N'Doram | Metz | 2324 | 92.7,,,Ondřej Petrák | Nürnberg | 1819 | 87.6,
Ryan Yates,2324,Nott'ham Forest,ENG-Premier League,MF,25.0,1992,Defensive Anchor,Ball Progressor,37.6,25.0,12.6,87.4,0,1,Alexis Blin | Lecce | 2223 | 91.6,Vinicius Souza | Sheffield Utd | 2324 | 91.1,Wilfred Ndidi | Leicester City | 2425 | 90.8,Patrizio Masini | Genoa | 2425 | 89.5,Yohann Magnin | Clermont Foot | 2324 | 88.6
Andre Brooks,2324,Sheffield Utd,ENG-Premier League,"MF,DF",19.0,938,Defensive Anchor,Ball Progressor,37.7,26.3,11.4,88.6,0,1,Frank Onyeka | Brentford | 2122 | 91.4,Patrick Osterhage | Bochum | 2223 | 91.2,Samuel Bastien | Chievo | 1718 | 89.1,Mateusz Łęgowski | Salernitana | 2324 | 88.0,Isaac Hayden | Newcastle Utd | 1718 | 87.9
Gustavo Hamer,2324,Sheffield Utd,ENG-Premier League,MF,26.0,2910,Ball Progressor,Box-to-Box Engine,33.0,22.9,10.1,89.9,1,3,Matt Ritchie | Newcastle Utd | 1718 | 84.7,Răzvan Marin | Cagliari | 2021 | 80.8,Gerard Gumbau | Elche | 2223 | 80.3,Gylfi Sigurðsson | Everton | 1920 | 80.1,Morgan Gibbs-White | Nott'ham Forest | 2223 | 79.3
James Mcatee,2324,Sheffield Utd,ENG-Premier League,"MF,FW",20.0,1822,Ball Progressor,Creative Playmaker,40.1,21.6,18.5,81.5,1,2,,Tommaso Baldanzi | Empoli | 2223 | 90.7,,Fabio Miretti | Genoa | 2425 | 88.9,Antonio Nusa | RB Leipzig | 2425 | 86.2
Oliver Arblaster,2324,Sheffield Utd,ENG-Premier League,MF,19.0,943,Defensive Anchor,Box-to-Box Engine,38.5,24.2,14.3,85.7,0,3,Saša Lukić | Levante | 1718 | 90.2,Mickaël Cuisance | Venezia | 2122 | 86.3,Arne Maier | Hertha BSC | 1718 | 86.0,Tom Davies | Everton | 1819 | 85.3,Jerdy Schouten | Bologna | 1920 | 84.2
Oliver Norwood,2324,Sheffield Utd,ENG-Premier League,MF,32.0,1440,Defensive Anchor,Box-to-Box Engine,37.0,25.0,12.0,88.0,0,3,Anthony Losilla | Bochum | 2425 | 85.8,Francis Coquelin | Villarreal | 2324 | 85.2,Gonzalo Escalante | Cremonese | 2223 | 84.9,Milan Badelj | Genoa | 2425 | 84.4,Maxime Gonalons | Clermont Foot | 2324 | 83.5
Vinicius Souza,2324,Sheffield Utd,ENG-Premier League,MF,24.0,2668,Defensive Anchor,Ball Progressor,37.5,23.7,13.8,86.2,0,1,Morten Thorsby | Sampdoria | 2021 | 91.4,Ryan Yates | Nott'ham Forest | 2324 | 91.1,Morten Frendrup | Genoa | 2425 | 90.2,João Palhinha | Fulham | 2223 | 89.8,Wilfred Ndidi | Leicester City | 2425 | 88.8
James Maddison,2324,Tottenham,ENG-Premier League,MF,26.0,2135,Creative Playmaker,Ball Progressor,37.0,23.1,13.9,86.1,2,1,Martin Ødegaard | Arsenal | 2324 | 92.1,Kevin De Bruyne | Manchester City | 2223 | 91.4,Lorenzo Pellegrini | Roma | 1920 | 89.7,Adem Ljajić | Torino | 1718 | 89.5,Hakan Çalhanoğlu | Milan | 2021 | 88.4
Pape Matar Sarr,2324,Tottenham,ENG-Premier League,MF,20.0,2069,Box-to-Box Engine,Ball Progressor,31.9,26.6,5.3,94.7,3,1,Mattéo Guendouzi | Hertha BSC | 2021 | 73.9,Ludovic Blas | Guingamp | 1718 | 70.4,Azzedine Ounahi | Angers | 2122 | 69.9,Rodrigo Bentancur | Juventus | 1819 | 68.4,Tyler Adams | RB Leipzig | 2021 | 68.0
Pierre Højbjerg,2324,Tottenham,ENG-Premier League,MF,27.0,1311,Box-to-Box Engine,Defensive Anchor,36.2,25.3,10.9,89.1,3,0,Diego Demme | RB Leipzig | 1920 | 91.1,Leandro Paredes | Paris S-G | 2021 | 84.2,Jordan Henderson | Liverpool | 1819 | 83.4,Thiago Alcántara | Liverpool | 2223 | 83.4,Ander Herrera | Paris S-G | 2021 | 81.9
Rodrigo Bentancur,2324,Tottenham,ENG-Premier League,MF,26.0,1005,Box-to-Box Engine,Defensive Anchor,33.4,24.5,8.9,91.1,3,0,Harry Winks | Tottenham | 2122 | 72.7,Xeka | Lille | 2021 | 70.0,Ander Herrera | Paris S-G | 2122 | 65.3,Diego Demme | Napoli | 1920 | 65.1,Valentin Rongier | Marseille | 2425 | 64.3
Yves Bissouma,2324,Tottenham,ENG-Premier League,MF,26.0,2068,Box-to-Box Engine,Defensive Anchor,32.9,29.2,3.7,96.3,3,0,Fabinho | Liverpool | 1819 | 85.6,Valentin Rongier | Marseille | 2122 | 85.5,Idrissa Gana Gueye | Paris S-G | 1920 | 81.9,Diego Demme | RB Leipzig | 1819 | 77.9,Thiago Mendes | Lyon | 2223 | 76.6
Edson Álvarez,2324,West Ham,ENG-Premier League,MF,25.0,2377,Defensive Anchor,Box-to-Box Engine,39.0,24.4,14.6,85.4,0,3,Renato Tapia | Celta Vigo | 2021 | 93.8,Óscar Valentín | Rayo Vallecano | 2122 | 90.5,Guido Rodríguez | Betis | 2223 | 89.9,Marvelous Nakamba | Aston Villa | 1920 | 89.4,Éderson | Atalanta | 2223 | 87.5
James Ward-Prowse,2324,West Ham,ENG-Premier League,MF,28.0,3001,Ball Progressor,Box-to-Box Engine,29.8,24.8,5.0,95.0,1,3,Gylfi Sigurðsson | Everton | 1920 | 79.0,Gustavo Hamer | Sheffield Utd | 2324 | 79.0,Gerard Gumbau | Elche | 2223 | 75.0,Davy Klaassen | Werder Bremen | 1920 | 72.7,John McGinn | Aston Villa | 2324 | 71.6
Pablo Fornals,2324,West Ham,ENG-Premier League,"MF,FW",27.0,1148,Ball Progressor,Box-to-Box Engine,29.1,26.2,2.9,97.1,1,3,Tristan Dingomé | Reims | 1819 | 65.5,Óliver Torres | Sevilla | 2324 | 63.4,Aïssa Laïdouni | Union Berlin | 2324 | 62.0,Daichi Kamada | Crystal Palace | 2425 | 61.7,Tom Cleverley | Watford | 1920 | 59.5
Tomáš Souček,2324,West Ham,ENG-Premier League,MF,28.0,2870,Defensive Anchor,Ball Progressor,33.2,27.7,5.5,94.5,0,1,Nemanja Maksimović | Getafe | 2324 | 94.0,Hanno Behrens | Nürnberg | 1819 | 91.6,Philip Billing | Bournemouth | 2223 | 87.6,Lucas Tousart | Hertha BSC | 2223 | 85.8,Jan Schöppner | Heidenheim | 2425 | 85.5
Jean-Ricner Bellegarde,2324,Wolves,ENG-Premier League,"MF,FW",25.0,958,Ball Progressor,Defensive Anchor,37.8,21.8,16.0,84.0,1,0,Joe Willock | Newcastle Utd | 2425 | 79.9,,Amath | Getafe | 1819 | 79.7,,
João Gomes,2324,Wolves,ENG-Premier League,MF,22.0,2649,Defensive Anchor,Ball Progressor,34.2,25.1,9.1,90.9,0,1,Conor Gallagher | West Brom | 2021 | 88.1,Morten Frendrup | Genoa | 2425 | 84.9,Tom Krauß | Schalke 04 | 2223 | 84.2,Vinicius Souza | Sheffield Utd | 2324 | 84.0,André | Wolves | 2425 | 81.8
Mario Lemina,2324,Wolves,ENG-Premier League,MF,29.0,2968,Defensive Anchor,Ball Progressor,41.3,23.7,17.6,82.4,0,1,Birama Touré | Auxerre | 2223 | 89.4,Cheikhou Kouyaté | West Ham | 1718 | 87.9,João Palhinha | Fulham | 2223 | 87.2,Alaixys Romao | Reims | 1819 | 85.3,Vicente Iborra | Villarreal | 1920 | 85.1
Pablo Sarabia,2324,Wolves,ENG-Premier League,"MF,FW",31.0,1745,Creative Playmaker,Ball Progressor,41.7,23.7,18.0,82.0,2,1,Kevin De Bruyne | Manchester City | 2425 | 95.4,Julian Brandt | Dortmund | 2425 | 93.5,Jonas Hofmann | Leverkusen | 2324 | 92.8,Dimitri Payet | Marseille | 1819 | 92.8,Thomas Müller | Bayern Munich | 2122 | 91.2
Tommy Doyle,2324,Wolves,ENG-Premier League,MF,21.0,1222,Box-to-Box Engine,Defensive Anchor,28.8,27.7,1.1,98.9,3,0,Marc Casado | Barcelona | 2425 | 78.7,Damián Rodríguez | Celta Vigo | 2425 | 72.8,Fred | Manchester Utd | 1819 | 69.4,Youssouf Fofana | Monaco | 1920 | 67.9,Benjamin Bouchouari | Saint-Étienne | 2425 | 67.9
Declan Rice,2425,Arsenal,ENG-Premier League,MF,25.0,2825,Box-to-Box Engine,Ball Progressor,29.1,27.2,1.9,98.1,3,1,Sergi Darder | Espanyol | 2223 | 87.8,Douglas Luiz | Aston Villa | 2324 | 80.1,Federico Valverde | Real Madrid | 2324 | 79.4,Éderson | Atalanta | 2425 | 77.4,José Campaña | Levante | 1920 | 76.8
Martin Ødegaard,2425,Arsenal,ENG-Premier League,MF,25.0,2325,Creative Playmaker,Box-to-Box Engine,35.8,23.3,12.5,87.5,2,3,James Maddison | Tottenham | 2324 | 91.1,Kevin De Bruyne | Manchester City | 2223 | 88.3,Nicolò Barella | Inter | 2122 | 87.1,Papu Gómez | Atalanta | 1819 | 86.8,Adem Ljajić | Torino | 1718 | 86.6
Mikel Merino,2425,Arsenal,ENG-Premier League,"MF,FW",28.0,1586,Ball Progressor,Defensive Anchor,31.4,23.7,7.7,92.3,1,0,Raúl García | Athletic Club | 1718 | 80.9,Mario Pašalić | Atalanta | 2223 | 79.7,Ado Onaiwu | Auxerre | 2425 | 77.7,Lewis Holtby | Hamburger SV | 1718 | 75.0,Gaëtan Charbonnier | Brest | 2021 | 74.8
