player,season,team,league,role_subgroup,archetype_id,primary_role,primary_role_label,primary_role_description,primary_role_similarity,role_confidence,role_ambiguity,role_profile_type,secondary_archetype_id,secondary_role,secondary_role_label,secondary_role_similarity,role_fit_bucket,primary_label_status,primary_archetype_match,minutes,pos_,age_,archetype_method,archetype_probability,archetype_similarity,progressive_passes_p90,pass_completion_pct,long_pass_completion_pct,passes_final_third_p90,blocks_p90,clearances_p90,interceptions_p90,tackles_p90,tackles_won_p90,aerials_won_p90,aerials_won_pct,duel_index_role,defending_index_role,errors_p90,recoveries_p90,progressive_carries_p90,progressive_receipts_p90,key_passes_p90,sca_p90,gca_p90,gca_live_p90,passes_penalty_area_p90,touches_att_third_p90,touches_box_p90,takeons_attempted_p90,takeons_success_pct,creation_index_role,progression_index_role,xg_p90,shots_p90,sot_p90,g_per_shot,g_per_sot,shot_distance,carries_box_p90,finishing_index_role,primary_archetype_id_calc,secondary_role_description
Jonathan Tah,2223,Leverkusen,GER-Bundesliga,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,66.5,10.5,89.5,Hybrid,2,Aerial Defender,🦅 Aerial Defender,55.9,Hybrid Fit,inferred_v1,False,2487,DF,26.0,PCA+KMeans,28.9,66.1,2.0289855072463765,88.9,69.9,2.1376811594202896,1.0869565217391304,4.275362318840579,1.4492753623188406,0.9057971014492753,0.43478260869565216,2.0652173913043477,55.3,45.05507246376811,2.753623188405797,0.0,6.050724637681159,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Odilon Kossounou,2223,Leverkusen,GER-Bundesliga,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,34.5,0.9,99.1,Hybrid,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,33.6,Ambiguous Fit,inferred_v1,True,1523,DF,21.0,PCA+KMeans,0.8,62.2,4.55621301775148,83.0,50.5,3.609467455621302,1.5384615384615385,3.4319526627218937,1.4201183431952664,1.2426035502958581,0.8284023668639054,1.7159763313609468,63.0,41.00532544378698,2.9822485207100593,0.0591715976331361,7.27810650887574,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Aarón Martín,2223,Mainz 05,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",17.3,9.1,90.9,Hybrid,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,8.2,Ambiguous Fit,inferred_v1,True,1847,DF,25.0,PCA+KMeans,33.4,57.2,4.195121951219512,74.0,39.0,3.317073170731707,1.0731707317073171,1.5121951219512195,0.7317073170731707,2.048780487804878,1.3170731707317074,0.04878048780487805,7.1,18.24959349593496,2.08780487804878,0.0,5.073170731707317,,,,,,,,,,,,,,,,,,,,,,1,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Alexander Hack,2223,Mainz 05,GER-Bundesliga,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,46.8,4.2,95.8,Hybrid,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,42.6,Ambiguous Fit,inferred_v1,True,1132,DF,28.0,PCA+KMeans,14.1,56.4,4.126984126984127,73.4,58.4,2.7777777777777777,1.4285714285714286,3.5714285714285716,1.9047619047619049,2.380952380952381,1.4285714285714286,2.619047619047619,50.8,51.13968253968253,3.238095238095238,0.07936507936507936,6.904761904761905,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Andreas Hanche-Olsen,2223,Mainz 05,GER-Bundesliga,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,43.3,4.4,95.6,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,38.9,Ambiguous Fit,inferred_v1,True,1497,DF,25.0,PCA+KMeans,23.7,46.9,2.5903614457831323,71.1,41.6,2.710843373493976,0.9638554216867469,4.63855421686747,1.9879518072289155,2.108433734939759,1.3855421686746987,4.156626506024096,63.3,49.15220883534136,3.3493975903614457,0.12048192771084336,7.048192771084337,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Anthony Caci,2223,Mainz 05,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",52.3,22.8,77.2,Balanced,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,29.5,Ambiguous Fit,inferred_v1,True,2033,DF,25.0,PCA+KMeans,32.9,65.9,3.9823008849557517,71.5,57.3,3.7610619469026547,1.238938053097345,1.7699115044247786,2.389380530973451,2.566371681415929,1.4601769911504423,0.8849557522123893,38.5,27.428318584070798,2.9557522123893802,0.0,6.814159292035398,,,,,,,,,,,,,,,,,,,,,,1,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Danny da Costa,2223,Mainz 05,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",35.7,12.1,87.9,Balanced,2,Aerial Defender,🦅 Aerial Defender,23.5,Ambiguous Fit,inferred_v1,True,1236,DF,29.0,PCA+KMeans,34.9,65.7,4.525547445255475,61.3,31.8,2.7007299270072993,1.6058394160583942,1.8978102189781023,0.6569343065693432,1.4598540145985401,1.1678832116788322,1.3138686131386863,62.1,34.237956204379564,2.3065693430656937,0.0,5.912408759124088,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Edimilson Fernandes,2223,Mainz 05,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",33.1,6.2,93.8,Hybrid,2,Aerial Defender,🦅 Aerial Defender,26.9,Ambiguous Fit,inferred_v1,True,2437,DF,26.0,PCA+KMeans,2.3,57.8,2.4723247232472323,69.9,44.6,2.4723247232472323,1.3653136531365313,3.2103321033210332,1.9926199261992619,1.2915129151291511,0.9225092250922509,1.4022140221402213,47.5,38.96740467404674,3.254612546125461,0.07380073800738007,8.413284132841328,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Silvan Widmer,2223,Mainz 05,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",40.2,19.7,80.3,Balanced,2,Aerial Defender,🦅 Aerial Defender,20.5,Ambiguous Fit,inferred_v1,True,1688,DF,29.0,PCA+KMeans,47.2,75.0,2.872340425531915,68.4,38.5,2.2872340425531914,1.1702127659574468,1.4893617021276595,1.6489361702127658,1.3829787234042552,0.9042553191489361,0.9042553191489361,40.5,32.834751773049646,2.1808510638297873,0.0,5.212765957446808,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Stefan Bell,2223,Mainz 05,GER-Bundesliga,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,50.4,10.0,90.0,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,40.4,Ambiguous Fit,inferred_v1,True,2395,DF,30.0,PCA+KMeans,34.9,57.2,3.4586466165413534,75.7,47.7,2.518796992481203,1.5789473684210527,5.0,1.6541353383458646,1.6165413533834585,1.0526315789473684,3.8721804511278193,61.3,50.290726817042604,3.406015037593985,0.0,7.180451127819548,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Joško Gvardiol,2223,RB Leipzig,GER-Bundesliga,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",45.8,2.2,97.8,Hybrid,2,Aerial Defender,🦅 Aerial Defender,43.6,Ambiguous Fit,inferred_v1,True,2170,DF,20.0,PCA+KMeans,39.0,67.5,4.813278008298755,89.1,69.1,5.684647302904564,1.4107883817427385,3.1535269709543567,1.4107883817427385,0.954356846473029,0.7053941908713692,1.784232365145228,55.8,48.82807745504841,2.771784232365145,0.04149377593360996,6.929460580912862,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Lukas Klostermann,2223,RB Leipzig,GER-Bundesliga,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",45.0,1.7,98.3,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,43.3,Ambiguous Fit,inferred_v1,True,907,DF,26.0,PCA+KMeans,13.6,61.2,3.9603960396039604,87.6,55.7,3.5643564356435644,0.594059405940594,3.0693069306930694,1.2871287128712872,1.5841584158415842,0.7920792079207921,1.4851485148514851,45.5,32.32838283828383,2.732673267326733,0.0,7.128712871287129,,,,,,,,,,,,,,,,,,,,,,0,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Marcel Halstenberg,2223,RB Leipzig,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",45.1,1.1,98.9,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,43.9,Ambiguous Fit,inferred_v1,False,1557,DF,30.0,PCA+KMeans,41.9,81.1,3.4104046242774566,78.4,48.8,2.832369942196532,1.2716763005780347,1.676300578034682,1.2138728323699421,2.312138728323699,1.2138728323699421,1.5028901734104045,61.9,40.734296724470134,2.4739884393063583,0.0,5.895953757225433,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Mohamed Simakan,2223,RB Leipzig,GER-Bundesliga,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",49.1,0.6,99.4,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,48.5,Ambiguous Fit,inferred_v1,False,1454,DF,22.0,PCA+KMeans,38.4,71.4,5.432098765432099,81.3,54.2,5.0,1.2962962962962963,3.3950617283950617,0.9876543209876544,1.2962962962962963,0.8641975308641976,2.345679012345679,60.3,33.781893004115226,2.5308641975308643,0.0,5.679012345679013,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Willi Orban,2223,RB Leipzig,GER-Bundesliga,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",73.1,16.9,83.1,Balanced,2,Aerial Defender,🦅 Aerial Defender,56.3,Good Fit,inferred_v1,True,2951,DF,29.0,PCA+KMeans,27.5,70.9,4.664634146341464,88.9,68.2,4.695121951219512,1.2804878048780488,3.932926829268293,1.1890243902439026,1.5548780487804879,0.9146341463414634,3.3841463414634148,59.7,36.7280487804878,2.774390243902439,0.030487804878048783,5.914634146341464,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Cédric Brunner,2223,Schalke 04,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",52.3,24.1,75.9,Balanced,2,Aerial Defender,🦅 Aerial Defender,28.3,Ambiguous Fit,inferred_v1,True,2315,DF,28.0,PCA+KMeans,39.5,76.9,2.9961089494163424,67.3,38.9,1.7898832684824904,0.933852140077821,3.0739299610894943,1.6731517509727627,1.517509727626459,1.0505836575875487,1.4396887159533074,48.1,36.51322957198443,2.4980544747081717,0.0,5.291828793774319,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Henning Matriciani,2223,Schalke 04,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",49.2,13.3,86.7,Balanced,2,Aerial Defender,🦅 Aerial Defender,35.8,Ambiguous Fit,inferred_v1,True,1863,DF,22.0,PCA+KMeans,43.6,82.8,2.4637681159420293,72.3,48.9,1.8357487922705316,1.3526570048309179,2.7536231884057973,1.1111111111111112,2.077294685990338,1.1111111111111112,1.5458937198067633,57.1,32.881964573268924,2.6183574879227054,0.04830917874396135,5.797101449275362,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Maya Yoshida,2223,Schalke 04,GER-Bundesliga,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,27.0,3.4,96.6,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,23.7,Ambiguous Fit,inferred_v1,True,2553,DF,33.0,PCA+KMeans,55.9,76.5,2.9929577464788735,76.1,50.0,2.4647887323943665,1.4084507042253522,4.647887323943662,1.619718309859155,1.1971830985915493,0.7746478873239437,2.922535211267606,66.4,48.107511737089204,2.957746478873239,0.07042253521126761,5.915492957746479,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Moritz Jenz,2223,Schalke 04,GER-Bundesliga,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,43.3,7.0,93.0,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,36.4,Ambiguous Fit,inferred_v1,True,945,DF,23.0,PCA+KMeans,44.9,68.7,1.7142857142857142,76.5,57.0,1.9047619047619047,1.5238095238095237,5.0476190476190474,0.7619047619047619,1.3333333333333333,1.0476190476190477,3.238095238095238,64.2,39.146031746031746,2.914285714285714,0.09523809523809523,5.904761904761905,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Thomas Ouwejan,2223,Schalke 04,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",20.9,11.9,88.1,Hybrid,2,Aerial Defender,🦅 Aerial Defender,9.0,Ambiguous Fit,inferred_v1,True,903,DF,25.0,PCA+KMeans,33.2,53.1,4.1,58.6,29.3,2.1,1.7,2.7,1.3,2.0,0.8,0.4,23.5,14.633333333333333,2.7600000000000002,0.0,6.1,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Borna Sosa,2223,Stuttgart,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",55.2,14.2,85.8,Balanced,2,Aerial Defender,🦅 Aerial Defender,41.0,Ambiguous Fit,inferred_v1,True,1955,DF,24.0,PCA+KMeans,15.5,72.0,5.8986175115207375,73.8,45.3,3.686635944700461,0.9216589861751152,1.7050691244239633,0.8755760368663594,1.2442396313364055,0.967741935483871,0.6912442396313364,53.6,35.26374807987711,1.990783410138249,0.0,5.207373271889401,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Dan-Axel Zagadou,2223,Stuttgart,GER-Bundesliga,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,37.7,2.9,97.1,Hybrid,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,34.8,Ambiguous Fit,inferred_v1,True,1271,DF,23.0,PCA+KMeans,33.3,59.5,3.120567375886525,85.4,72.5,3.1914893617021276,1.3475177304964538,5.74468085106383,1.4893617021276595,0.9929078014184397,0.6382978723404256,3.7588652482269502,72.6,58.78628841607565,3.0921985815602833,0.07092198581560284,5.886524822695035,,,,,,,,,,,,,,,,,,,,,,2,"Centre-back with above-average progression and distribution contribution, involved in build-up."
Hiroki Ito,2223,Stuttgart,GER-Bundesliga,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",58.2,2.7,97.3,Hybrid,2,Aerial Defender,🦅 Aerial Defender,55.5,Ambiguous Fit,inferred_v1,True,2561,DF,23.0,PCA+KMeans,20.1,58.6,5.543859649122807,81.3,56.9,4.982456140350878,1.3333333333333333,3.2982456140350878,1.4035087719298245,1.4035087719298245,1.0175438596491229,1.3333333333333333,55.9,32.97777777777778,3.024561403508772,0.0,7.684210526315789,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Josha Vagnoman,2223,Stuttgart,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",43.1,7.0,93.0,Hybrid,2,Aerial Defender,🦅 Aerial Defender,36.0,Ambiguous Fit,inferred_v1,False,1479,DF,21.0,PCA+KMeans,6.7,67.5,2.6219512195121952,77.6,72.7,1.707317073170732,1.2195121951219514,1.7682926829268295,0.48780487804878053,1.5853658536585367,0.9146341463414634,1.402439024390244,54.8,39.700813008130076,1.9146341463414636,0.06097560975609757,4.51219512195122,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Konstantinos Mavropanos,2223,Stuttgart,GER-Bundesliga,DEF_CB,2,Aerial Defender,🦅 Aerial Defender,Centre-back with strong aerial-duel profile and defensive box presence.,45.8,7.2,92.8,Hybrid,2,Aerial Defender,🦅 Aerial Defender,38.6,Ambiguous Fit,inferred_v1,False,2286,DF,24.0,PCA+KMeans,12.0,45.4,4.724409448818898,83.0,74.8,3.6220472440944884,1.535433070866142,3.8976377952755907,2.4803149606299213,1.968503937007874,1.062992125984252,3.188976377952756,70.4,37.862992125984256,3.4173228346456694,0.0,7.204724409448819,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Waldemar Anton,2223,Stuttgart,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",33.2,0.6,99.4,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,32.6,Ambiguous Fit,inferred_v1,False,2934,DF,26.0,PCA+KMeans,1.2,71.0,4.141104294478527,79.1,51.5,3.4355828220858893,1.3496932515337423,3.773006134969325,1.165644171779141,1.5030674846625767,0.8282208588957055,1.687116564417178,52.4,34.6957055214724,2.975460122699386,0.06134969325153374,7.085889570552147,,,,,,,,,,,,,,,,,,,,,,0,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Christopher Trimmel,2223,Union Berlin,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",35.1,14.3,85.7,Balanced,2,Aerial Defender,🦅 Aerial Defender,20.8,Ambiguous Fit,inferred_v1,True,1811,DF,35.0,PCA+KMeans,36.2,67.6,3.233830845771144,62.4,28.6,2.6368159203980097,0.6965174129353233,2.388059701492537,1.243781094527363,1.5422885572139302,0.7960199004975124,1.144278606965174,54.8,35.31475953565506,2.2388059701492535,0.0,5.323383084577114,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Danilho Doekhi,2223,Union Berlin,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",32.0,0.3,99.7,Hybrid,2,Aerial Defender,🦅 Aerial Defender,31.7,Ambiguous Fit,inferred_v1,False,2216,DF,24.0,PCA+KMeans,0.4,76.3,2.967479674796748,79.2,50.8,2.8048780487804876,1.097560975609756,3.7804878048780486,1.178861788617886,1.5447154471544715,0.9349593495934959,2.4796747967479673,55.5,33.62655826558265,2.3577235772357725,0.0,4.186991869918699,,,,,,,,,,,,,,,,,,,,,,0,Centre-back with strong aerial-duel profile and defensive box presence.
Diogo Leite,2223,Union Berlin,GER-Bundesliga,DEF_CB,0,Ball-Playing Centre-Back,🎯 Ball-Playing Centre-Back,"Centre-back with above-average progression and distribution contribution, involved in build-up.",44.8,0.9,99.1,Hybrid,1,Aggressive Defender,⚔️ Aggressive Defender,44.0,Ambiguous Fit,inferred_v1,True,2254,DF,23.0,PCA+KMeans,14.8,64.3,4.44,78.4,56.2,3.88,0.92,3.96,1.04,1.4,0.8,2.8,58.3,27.03333333333333,2.616,0.04,5.76,,,,,,,,,,,,,,,,,,,,,,0,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events."
Josip Juranović,2223,Union Berlin,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",40.5,22.0,78.0,Balanced,2,Aerial Defender,🦅 Aerial Defender,18.6,Ambiguous Fit,inferred_v1,True,935,DF,26.0,PCA+KMeans,29.1,58.5,2.5961538461538463,64.6,39.3,2.1153846153846154,0.8653846153846153,2.1153846153846154,0.5769230769230769,0.8653846153846153,0.673076923076923,0.28846153846153844,30.0,31.296153846153846,2.096153846153846,0.09615384615384615,6.0576923076923075,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
Julian Ryerson,2223,Union Berlin,GER-Bundesliga,DEF_CB,1,Aggressive Defender,⚔️ Aggressive Defender,"Centre-back with proactive defensive behaviour through tackles, interceptions and pressure events.",31.3,16.1,83.9,Balanced,2,Aerial Defender,🦅 Aerial Defender,15.2,Ambiguous Fit,inferred_v1,True,1037,DF,24.0,PCA+KMeans,50.3,71.6,2.782608695652174,69.9,40.7,1.9130434782608696,1.3043478260869565,1.6521739130434783,1.0434782608695652,2.4347826086956523,1.4782608695652173,0.43478260869565216,31.3,26.378260869565214,2.626086956521739,0.0,6.695652173913044,,,,,,,,,,,,,,,,,,,,,,1,Centre-back with strong aerial-duel profile and defensive box presence.
